cod_qc,nombre,lat,lon,altitud_oficial,dept,sector,umbral_pp,umbral_t,radio_pp,radio_t,delta_z,clase_diagnostico,area_pp_km2,radio_pp_km,n_px_pp,area_temp_km2,radio_temp_km,n_px_temp
qc00111088,LACHAQUI,-11.554,-76.62706,3670,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-15.76513671875,Consistente,37.2411,3.443,41379,235.4805,8.658,261645
qc00111159,OBRAJILLO,-11.45264,-76.62206,2706,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,5.91650390625,Consistente,13.7574,2.093,15286,153.8712,6.998,170968
qc00111087,PIRCA,-11.2328,-76.65513,3342,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,43.47216796875,Consistente,21.8259,2.636,24251,128.4912,6.395,142768
qc00240503,AMAZONAS,-3.76668,-73.25308,122,LORETO,SELVA NORTE BAJA,80,150,60,100,41.5,Consistente,11309.7321,60.0,12566369,31415.9436,100.0,34906604
qc00240502,PUENTE ITAYA,-4.22513,-73.48251,90,,SELVA NORTE BAJA,80,150,60,100,-0.5,Consistente,11234.8062,59.801,12483118,31415.9112,100.0,34906568
qc00240302,PUERTO ALMENDRA,-3.82743,-73.37741,92,,SELVA NORTE BAJA,80,150,60,100,-0.2358169555664062,Consistente,11281.8069,59.926,12535341,31415.9715,100.0,34906635
qc00103052,SAN ROQUE,-3.78667,-73.29333,106,LORETO,SELVA NORTE BAJA,80,150,60,100,-9.405105590820312,Consistente,11308.3875,59.996,12564875,31415.9301,100.0,34906589
qc00240106,SEDA LORETO,-3.7528,-73.281,86,LORETO,SELVA NORTE BAJA,80,150,60,100,3.5,Consistente,11288.5479,59.944,12542831,31415.9247,100.0,34906583
qc00103023,MORALILLO,-3.89967,-73.33833,106,LORETO,SELVA NORTE BAJA,80,150,60,100,-6.706459045410156,Consistente,11308.0788,59.996,12564532,31415.9607,100.0,34906623
qc00240401,ANGAMOS,-5.1512,-72.8752,107,LORETO,SELVA NORTE BAJA,80,150,60,100,10.0,Consistente,11122.1469,59.5,12357941,31415.8815,100.0,34906535
qc00105078,ANGAMOS,-5.1498,-72.8771,95,LORETO,SELVA NORTE BAJA,80,150,60,100,-10.488739013671877,Consistente,10344.7566,57.383,11494174,31415.9058,100.0,34906562
qc00104061,BORJA,-4.4696,-77.5483,155,LORETO,SELVA NORTE BAJA,80,150,60,100,-7.1688385009765625,Consistente,7084.9845,47.489,7872205,19775.2743,79.339,21972527
qc00113251,PUENTE INAMBARI,-13.18638,-70.38401,340,,SELVA SUR BAJA,80,150,60,100,-0.5,Consistente,3787.2711,34.721,4208079,15151.6188,69.447,16835132
qc00240402,EL ESTRECHO,-2.453,-72.6812,106,,SELVA NORTE BAJA,80,150,60,100,0.1182174682617187,Consistente,11270.9745,59.897,12523305,31415.445,99.999,34906050
qc00102006,EL ESTRECHO,-2.4467,-72.6643,240,LORETO,SELVA NORTE BAJA,80,150,60,100,132.55695343017578,Discrepancia leve,1489.8447,21.777,1655383,31297.1814,99.811,34774646
qc00111081,SANTA CRUZ,-11.19827,-76.63487,3583,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,18.769775390625,Consistente,23.2371,2.72,25819,121.0122,6.206,134458
qc00112124,ANTIOQUIA,-12.07773,-76.51359,1839,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,323.6019287109375,Sospechosa,31.9509,3.189,35501,282.5559,9.484,313951
qc00111091,CARAMPOMA,-11.65503,-76.51514,3424,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-14.322265625,Consistente,16.5492,2.295,18388,213.7671,8.249,237519
qc00111062,SHEQUE,-11.66095,-76.5023,3188,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-0.727783203125,Consistente,10.5048,1.829,11672,177.6744,7.52,197416
qc00202902,MILLOC,-11.57046,-76.35017,4391,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,40.03857421875,Consistente,41.4702,3.633,46078,639.8613,14.271,710957
qc00111144,MILLOC,-11.57131,-76.34995,4384,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,23.255859375,Consistente,39.6756,3.554,44084,621.1278,14.061,690142
qc00111114,CASAPALCA,-11.63804,-76.23332,4233,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-36.478515625,Consistente,15.4044,2.214,17116,297.2952,9.728,330328
qc00111061,RIO BLANCO,-11.73447,-76.25967,3503,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,8.240966796875,Consistente,14.8257,2.172,16473,64.2996,4.524,71444
qc00112082,LANGA,-12.12645,-76.42108,2863,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,16.135498046875,Consistente,32.8311,3.233,36479,232.7976,8.608,258664
qc00111077,AUTISHA,-11.73815,-76.61103,2181,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-52.756103515625,Discrepancia leve,12.6639,2.008,14071,237.1779,8.689,263531
qc00202903,AUTISHA,-11.73523,-76.60659,2152,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,27.60693359375,Consistente,11.5029,1.914,12781,232.2585,8.598,258065
qc00111093,SAN JOSE DE PARAC,-11.80053,-76.25811,3829,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,4.3046875,Consistente,25.3737,2.842,28193,124.4421,6.294,138269
qc00111067,PARIACANCHA,-11.39315,-76.50294,3842,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,1.55859375,Consistente,13.6062,2.081,15118,118.0971,6.131,131219
qc00108021,PUCALLPA,-8.41323,-74.57185,154,UCAYALI,SELVA CENTRAL BAJA,100,200,40,80,-2.7958221435546875,Consistente,5026.5378,40.0,5585042,19978.2261,79.745,22198029
qc00202801,PARIACANCHA,-11.39315,-76.50244,3842,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,0.467041015625,Consistente,13.5432,2.076,15048,117.4941,6.116,130549
qc00111085,HUAMANTANGA,-11.50247,-76.74675,3392,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,41.932861328125,Consistente,32.2731,3.205,35859,180.3087,7.576,200343
qc00107033,AYLAMBO,-7.19345,-78.51012,2894,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-13.0263671875,Consistente,87.8058,5.287,97562,536.1111,13.063,595679
qc00107035,LA VICTORIA,-7.19119,-78.45947,2630,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-0.130126953125,Consistente,104.7609,5.775,116401,340.4601,10.41,378289
qc00106084,CHOTANO LAJAS,-6.5622,-78.7389,2163,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,31.006103515625,Consistente,57.7584,4.288,64176,416.3256,11.512,462584
qc00201301,CASCABAMBA,-7.38332,-78.73377,3331,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,8.47216796875,Consistente,50.2983,4.001,55887,232.7589,8.608,258621
qc00110051,OCROS,-10.40457,-77.40025,3249,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,2.543212890625,Consistente,39.1599,3.531,43511,168.3612,7.321,187068
qc00202404,CAHUA,-10.606,-77.34389,812,ANCASH,COSTA CENTRO,80,150,60,100,8.28961181640625,Consistente,359.1162,10.692,399018,1353.4344,20.756,1503816
qc00109095,NUEVO PACHACOTO,-9.85242,-77.40607,3726,,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,0.443603515625,Consistente,65.1537,4.554,72393,322.5429,10.133,358381
qc00105104,CHIRIACO,-5.16144,-78.28806,323,AMAZONAS,SELVA NORTE BAJA,80,150,60,100,33.01971435546875,Consistente,1664.0757,23.015,1848973,5717.835,42.662,6353150
qc00105040,EL PINTOR,-5.7562,-78.52286,533,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,5.574951171875,Consistente,878.0733,16.718,975637,2433.7314,27.833,2704146
qc00105046,MAGUNCHAL,-5.8904,-78.1891,632,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,16.06744384765625,Consistente,164.8773,7.244,183197,1876.1976,24.438,2084664
qc00221506,MAGUNCHAL,-5.8898,-78.1886,632,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,12.65887451171875,Consistente,164.8269,7.243,183141,1877.0913,24.444,2085657
qc00106121,EL PALTO,-6.00039,-78.47097,1467,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,35.614013671875,Consistente,380.2203,11.001,422467,2220.3792,26.585,2467088
qc00211404,SAN PEDRO,-9.60776,-77.50963,3170,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,15.887939453125,Consistente,29.916,3.086,33240,138.8223,6.647,154247
qc00109045,CHACCHAN,-9.53519,-77.77536,2266,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,0.195556640625,Consistente,23.5521,2.738,26169,124.263,6.289,138070
qc00109048,PIRA,-9.58528,-77.70719,3625,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-84.031005859375,Discrepancia leve,30.1923,3.1,33547,297.9738,9.739,331082
qc00110040,MAYORARCA,-10.15775,-77.34889,3335,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,19.96240234375,Consistente,20.0574,2.527,22286,169.227,7.339,188030
qc00109014,BUENA VISTA,-9.43371,-78.20825,213,ANCASH,COSTA CENTRO,80,150,60,100,7.049041748046875,Consistente,999.999,17.841,1111110,2936.1654,30.571,3262406
qc00113136,CUNYAC,-13.56334,-72.57594,1884,APURIMAC,SELVA SUR ALTA,100,200,35,70,37.3109130859375,Consistente,33.1884,3.25,36876,404.91,11.353,449900
qc00204710,CHARCANI,-16.3109,-71.4949,2643,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,16.038818359375,Consistente,234.0549,8.631,260061,1225.1484,19.748,1361276
qc00116046,LAS SALINAS,-16.3206,-71.1521,4378,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,42.1767578125,Consistente,757.1151,15.524,841239,3609.3357,33.895,4010373
qc00116022,EL FRAYLE,-16.15482,-71.1891,4131,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,8.6806640625,Consistente,682.3791,14.738,758199,2606.8158,28.806,2896462
qc00116073,PATAHUASI-AREQUIPA,-16.05542,-71.41481,4017,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.637451171875,Consistente,504.3996,12.671,560444,1657.7685,22.971,1841965
qc00116043,PAMPA DE ARRIEROS,-16.0665,-71.5914,3701,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,7.403564453125,Consistente,212.2488,8.22,235832,952.4007,17.411,1058223
qc00115088,AYO,-15.6833,-72.2704,1941,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-6.4415283203125,Consistente,85.4874,5.216,94986,537.8058,13.084,597562
qc00115087,CHACHAS,-15.5025,-72.2686,3071,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,2.700439453125,Consistente,99.0837,5.616,110093,566.838,13.432,629820
qc00110041,GORGOR,-10.62136,-77.04027,3025,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-2.60595703125,Consistente,12.9537,2.031,14393,141.633,6.714,157370
qc00111057,ARAHUAY,-11.62091,-76.67034,2800,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,299.109619140625,Discrepancia moderada,27.4032,2.953,30448,227.1339,8.503,252371
qc00111089,HUAROS,-11.40743,-76.5758,3569,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-10.494384765625,Consistente,19.6389,2.5,21821,173.6307,7.434,192923
qc00108027,EL MARONAL,-8.44999,-75.09681,178,UCAYALI,SELVA CENTRAL BAJA,100,200,40,80,1.7017822265625,Consistente,4460.5206,37.681,4956134,19190.2473,78.157,21322497
qc00113153,LETRAYOC,-13.65773,-75.74496,776,ICA,COSTA SUR,80,150,70,120,102.7308349609375,Discrepancia leve,396.09,11.229,440100,2083.1562,25.751,2314618
qc00113009,HUANCANO,-13.60118,-75.62102,1010,ICA,COSTA SUR,80,150,70,120,9.46014404296875,Consistente,347.9715,10.524,386635,1240.1136,19.868,1377904
qc00108017,POMABAMBA,-8.8217,-77.45733,2985,ANCASH,SIERRA CENTRAL ORIENTAL,100,200,10,20,7.962890625,Consistente,22.518,2.677,25020,138.699,6.644,154110
qc00109017,RECUAY,-9.72919,-77.45365,3431,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,18.56201171875,Consistente,35.5509,3.364,39501,209.6757,8.17,232973
qc00106011,CHACHAPOYAS,-6.2083,-77.86712,2442,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,-0.0888671875,Consistente,568.7685,13.455,631965,3325.2048,32.534,3694672
qc00105075,ARAMANGO,-5.41994,-78.43553,508,AMAZONAS,SELVA NORTE BAJA,80,150,60,100,-3.70556640625,Consistente,1279.4193,20.18,1421577,3751.6851,34.557,4168539
qc00105079,JAZAN,-5.94485,-77.97569,1354,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,-1.60791015625,Consistente,105.3342,5.79,117038,2197.2456,26.446,2441384
qc00104060,SANTA MARIA DE NIEVA,-4.83039,-77.93928,13,AMAZONAS,SELVA NORTE BAJA,80,150,60,100,-212.56982421875,Discrepancia moderada,12.5664,2.0,0,2286.7578,26.98,2540842
qc00221501,LOS NARANJOS,-5.75568,-78.43154,427,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,-0.03802490234375,Consistente,599.5296,13.814,666144,1795.6773,23.908,1995197
qc00105068,BAGUA CHICA,-5.66148,-78.53396,397,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,0.496856689453125,Consistente,541.3446,13.127,601494,1759.8735,23.668,1955415
qc00105042,JAMALCA,-5.8927,-78.2339,1173,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,8.9136962890625,Consistente,206.3943,8.105,229327,1906.8597,24.637,2118733
qc00109046,CAJAMARQUILLA,-9.63204,-77.74136,3286,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-19.04443359375,Consistente,29.2401,3.051,32489,211.7853,8.211,235317
qc00109040,PARIACOTO,-9.55239,-77.88761,1312,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-4.57958984375,Consistente,43.848,3.736,48720,208.9863,8.156,232207
qc00109016,AIJA,-9.78164,-77.60674,3508,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,36.07470703125,Consistente,34.0542,3.292,37838,334.8108,10.323,372012
qc00108064,CABANA,-8.39058,-78.00461,3364,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,19.220703125,Consistente,38.6073,3.506,42897,297.5265,9.732,330585
qc00110018,CHIQUIAN,-10.14763,-77.15949,3386,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-18.277099609375,Consistente,35.1576,3.345,39064,147.6297,6.855,164033
qc00110039,CHAMANA,-10.20739,-77.55872,1260,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,37.08203125,Consistente,35.2647,3.35,39183,173.1843,7.425,192427
qc00108047,SIHUAS,-8.56667,-77.65,2716,ANCASH,SIERRA CENTRAL ORIENTAL,100,200,10,20,-670.2021484375,Sospechosa,12.9402,2.03,14378,75.8754,4.914,84306
qc00109018,YUNGAY,-9.14189,-77.74998,2466,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,16.635498046875,Consistente,48.2112,3.917,53568,153.603,6.992,170670
qc00113029,CURAHUASI,-13.55253,-72.73487,2737,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,2.16748046875,Consistente,82.35,5.12,91500,576.8685,13.551,640965
qc00113225,GRANJA SAN ANTONIO,-13.6049,-72.8569,2804,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,34.557861328125,Consistente,87.5412,5.279,97268,606.2724,13.892,673636
qc00113025,ANDAHUAYLAS,-13.64863,-73.36679,2990,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,18.3935546875,Consistente,94.6377,5.489,105153,637.3422,14.243,708158
qc00114117,AYMARAES,-14.29056,-73.25168,2983,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,4.193115234375,Consistente,53.2953,4.119,59217,275.5818,9.366,306202
qc00113059,TAMBOBAMBA,-13.94492,-72.17522,3255,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,-13.058349609375,Consistente,72.3663,4.799,80407,673.7175,14.644,748575
qc00113138,PAMPAS,-13.43488,-73.82427,2031,APURIMAC,SELVA SUR ALTA,100,200,35,70,10.304931640625,Consistente,152.3853,6.965,169317,730.8027,15.252,812003
qc00114108,CURPAHUASI,-14.0628,-72.6669,3579,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,37.487548828125,Consistente,124.9218,6.306,138802,622.62,14.078,691800
qc00116017,LA PAMPILLA,-16.4138,-71.53453,2326,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,3.1025390625,Consistente,333.8964,10.309,370996,1252.9143,19.97,1392127
qc00116020,CHIGUATA,-16.40644,-71.40913,2902,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,4.705322265625,Consistente,207.3627,8.124,230403,1029.4362,18.102,1143818
qc00109019,CHAVIN,-9.58598,-77.17526,3140,ANCASH,SIERRA CENTRAL ORIENTAL,100,200,10,20,14.171630859375,Consistente,17.595,2.367,19550,68.2353,4.66,75817
qc00108103,PISCOBAMBA II,-8.87045,-77.35072,3290,ANCASH,SIERRA CENTRAL ORIENTAL,100,200,10,20,24.235595703125,Consistente,41.1993,3.621,45777,286.6932,9.553,318548
qc00109038,MALVAS,-9.92723,-77.65519,2979,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-21.781494140625,Consistente,32.292,3.206,35880,196.6761,7.912,218529
qc00110016,HUARMEY,-10.06812,-78.16232,8,ANCASH,COSTA CENTRO,80,150,60,100,1.9933390617370603,Consistente,6023.0475,43.786,6692275,17184.9312,73.96,19094368
qc00220213,MASHCON,-7.165,-78.47833,209,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-2448.691162109375,Sospechosa,12.5664,2.0,0,12.5664,2.0,0
qc00107002,GRANJA PORCON,-7.03753,-78.6334,3149,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,1.093994140625,Consistente,104.4342,5.766,116038,650.3625,14.388,722625
qc00107028,AUGUSTO WEBERBAUER,-7.1675,-78.49309,2536,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-137.23681640625,Discrepancia leve,21.177,2.596,23530,249.0957,8.904,276773
qc00107018,ASUNCION,-7.32604,-78.51582,2270,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,10.928955078125,Consistente,46.5381,3.849,51709,310.2084,9.937,344676
qc00100037,COSPAN,-7.42857,-78.54106,2423,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-3.781005859375,Consistente,71.6535,4.776,79615,430.5456,11.707,478384
qc00107093,LA ENCAÑADA,-7.12327,-78.33314,2980,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,6.0078125,Consistente,117.1422,6.106,130158,572.598,13.501,636220
qc00220205,JESUS TUNEL,-7.22064,-78.40376,2568,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,0.786865234375,Consistente,67.4676,4.634,74964,288.4266,9.582,320474
qc00107016,JESUS,-7.2457,-78.38841,2564,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,2.691162109375,Consistente,65.1564,4.554,72396,317.3571,10.051,352619
qc00107017,MAGDALENA,-7.25346,-78.65261,1307,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,21.44482421875,Consistente,26.8011,2.921,29779,146.1294,6.82,162366
qc00220206,NAMORA BOCATOMA,-7.24262,-78.29472,2612,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,26.612548828125,Consistente,52.2306,4.077,58034,389.268,11.131,432520
qc00107037,NAMORA,-7.2006,-78.32782,2744,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-9.966796875,Consistente,105.7266,5.801,117474,501.5718,12.635,557302
qc00107005,SAN JUAN,-7.29756,-78.49106,2228,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-37.329833984375,Consistente,32.6457,3.224,36273,256.2408,9.031,284712
qc00107008,CAJABAMBA,-7.62166,-78.05131,2960,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,341.213623046875,Sospechosa,50.3856,4.005,55984,469.0575,12.219,521175
qc00107068,CACHACHI,-7.45106,-78.26855,3203,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-16.75,Consistente,49.8726,3.984,55414,372.2364,10.885,413596
qc00220201,PUENTE CRISNEJAS,-7.46354,-78.11313,1988,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,8.5,Consistente,85.1094,5.205,94566,219.9231,8.367,244359
qc00106010,CELENDIN,-6.85292,-78.14485,2602,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-0.013427734375,Consistente,76.9779,4.95,85531,322.4556,10.131,358284
qc00221303,BALZAS,-6.84465,-78.03024,854,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,12.0,Consistente,24.759,2.807,27510,88.2756,5.301,98084
qc00106034,CHOTA,-6.54713,-78.64863,2468,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,30.9033203125,Consistente,83.6937,5.161,92993,611.478,13.951,679420
qc00106058,COCHABAMBA,-6.46009,-78.8886,1653,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,20.1854248046875,Consistente,24.2163,2.776,26907,242.1882,8.78,269098
qc00106054,HUAMBOS,-6.45368,-78.96315,2263,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-0.27294921875,Consistente,138.6855,6.644,154095,841.8303,16.37,935367
qc00220611,CHOTANO LAJAS,-6.55972,-78.74111,2148,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,19.418212890625,Consistente,54.4734,4.164,60526,407.1231,11.384,452359
qc00106053,LLAMA,-6.51443,-79.12262,2096,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,6.48974609375,Consistente,79.2594,5.023,88066,681.0957,14.724,756773
qc00106061,TOCMOCHE,-6.4101,-79.3557,1435,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,34.6485595703125,Consistente,61.6122,4.429,68458,290.0907,9.609,322323
qc00107052,CONTUMAZA,-7.36521,-78.82273,2542,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-7.775390625,Consistente,79.3224,5.025,88136,424.359,11.622,471510
qc00201207,PUENTE CHILETE,-7.21969,-78.83799,848,CAJAMARCA,COSTA NORTE,80,150,70,120,2.6884765625,Consistente,639.5112,14.268,710568,2052.7587,25.562,2280843
qc00107058,CHILETE,-7.21968,-78.83799,848,CAJAMARCA,COSTA NORTE,80,150,70,120,2.6884765625,Consistente,639.5085,14.268,710565,2052.774,25.562,2280860
qc00107057,SAN BENITO,-7.42819,-78.92673,1317,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-5.8603515625,Consistente,57.5973,4.282,63997,506.6703,12.7,562967
qc00116003,HUASACACHE,-16.45774,-71.56635,2200,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.652099609375,Consistente,335.0673,10.327,372297,1156.1112,19.183,1284568
qc00204708,TINGO GRANDE,-16.45992,-71.57431,2183,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,12.90771484375,Consistente,329.616,10.243,366240,1140.1632,19.051,1266848
qc00204707,PUENTE DEL DIABLO,-16.42679,-71.67503,1948,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-4.337158203125,Consistente,212.31,8.221,235900,968.751,17.56,1076390
qc00116005,LA JOYA,-16.58359,-71.92464,1278,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,4.496826171875,Consistente,887.8941,16.811,986549,3294.9954,32.386,3661106
qc00112061,HUANCAVELICA,-12.7715,-75.0124,3707,HUANCAVELICA,SIERRA CENTRAL ORIENTAL,100,200,10,20,0.850341796875,Consistente,17.7624,2.378,19736,145.6398,6.809,161822
qc00103046,PUERTO ALMENDRA,-3.8286,-73.377,96,LORETO,SELVA NORTE BAJA,80,150,60,100,0.7946624755859375,Consistente,11295.2376,59.962,12550264,31415.9571,100.0,34906619
qc00118002,LA YARADA,-18.2107,-70.5259,21,TACNA,COSTA SUR,80,150,70,120,-0.9966506958007812,Consistente,2741.5557,29.541,3046173,4960.5228,39.736,5511692
qc00111027,MATUCANA,-11.83913,-76.37792,2417,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-2.395751953125,Consistente,12.8709,2.024,14301,78.3126,4.993,87014
qc00203003,ANTAPUCRO,-12.0314,-76.62437,1026,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,4.3306884765625,Consistente,27.9,2.98,31000,301.6773,9.799,335197
qc00202904,RIO BLANCO,-11.7345,-76.25938,3510,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,14.341796875,Consistente,15.0057,2.186,16673,64.6812,4.537,71868
qc00112055,HUAROCHIRI,-12.13886,-76.23429,3120,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-4.77783203125,Consistente,20.0871,2.529,22319,175.9293,7.483,195477
qc00112126,SAN LAZARO DE ESCOMARCA,-12.18088,-76.35207,3758,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,4.217041015625,Consistente,74.6766,4.875,82974,284.067,9.509,315630
qc00111175,SAN MATEO DE HUANCHOR,-11.76017,-76.301,3015,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-138.042236328125,Discrepancia leve,10.8045,1.855,12005,52.8867,4.103,58763
qc00202905,SAN MATEO,-11.76012,-76.30111,3156,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,2.957763671875,Consistente,14.1921,2.125,15769,62.3052,4.453,69228
qc00111086,SANTA EULALIA,-11.92,-76.66664,970,LIMA,COSTA CENTRO,80,150,60,100,28.9373779296875,Consistente,386.4636,11.091,429404,1214.0631,19.658,1348959
qc00202930,SANTA EULALIA,-11.91984,-76.66678,970,LIMA,COSTA CENTRO,80,150,60,100,26.96490478515625,Consistente,386.505,11.092,429450,1214.1261,19.659,1349029
qc00111163,UNJF SANCHEZ CARRION - HUACHO,-11.12386,-77.60603,37,LIMA,COSTA CENTRO,80,150,60,100,6.542411804199219,Consistente,5766.6429,42.844,6407381,13199.6448,64.82,14666272
qc00111018,LOMAS DE LACHAY,-11.36014,-77.36839,384,LIMA,COSTA CENTRO,80,150,60,100,-30.401092529296875,Consistente,684.0972,14.757,760108,2058.8175,25.6,2287575
qc00111004,ALCANTARILLA,-11.06068,-77.55011,120,LIMA,COSTA CENTRO,80,150,60,100,-6.391792297363281,Consistente,879.3648,16.731,977072,13019.3973,64.375,14465997
qc00110021,PICOY,-10.92162,-76.73701,3075,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,57.76171875,Discrepancia leve,18.8973,2.453,20997,103.1679,5.731,114631
qc00202607,PICOY,-10.92164,-76.7367,2903,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-110.51318359375,Discrepancia leve,13.0644,2.039,14516,88.7112,5.314,98568
